"id","title","publisher","url","date","accessed","type","strength","crossVerified","usedFor","notes","publishedAt","publishedDateLabel","accessedAt","sourceClass","usageCount","retentionStatus"
"src-corp-vanguard","Vanguard Diagnostics Private Limited corporate profile","ZaubaCorp","https://www.zaubacorp.com/VANGUARD-DIAGNOSTICS-PRIVATE-LIMITED-U33110DL2015PTC276193","MCA-compatible registry profile","2026-08-16","Corporate registry mirror","MEDIUM","true","Exact legal name and CIN; company activity is corroborated by its official website","TOI supplies allottee evidence; no plot instrument was located.",,"MCA-compatible registry profile","2026-08-16","OFFICIAL","1","REFERENCED"
"src-corp-biorad","Biorad Medisys Private Limited corporate profile","The Company Check","https://www.thecompanycheck.com/company/biorad-medisys-private-limited/U33111MH2000PTC265335","MCA-compatible registry profile","2026-08-16","Corporate registry mirror","MEDIUM","true","Exact Biorad Medisys legal name and CIN","TOI supplies allottee evidence; no plot instrument was located.",,"MCA-compatible registry profile","2026-08-16","OFFICIAL","1","REFERENCED"
"src-corp-allengers","Allengers Medical Systems Limited corporate profile","The Company Check","https://www.thecompanycheck.com/company/allengers-medical-systems-limited/U33111DL1992PLC154688","MCA-compatible registry profile","2026-08-16","Corporate registry mirror","MEDIUM","true","Exact Allengers legal name and CIN","TOI supplies allottee evidence; no plot instrument was located.",,"MCA-compatible registry profile","2026-08-16","OFFICIAL","1","REFERENCED"
"src-corp-diasys","DiaSys Diagnostics India Private Limited corporate profile","ZaubaCorp","https://www.zaubacorp.com/company/DIASYS-DIAGNOSTICS-INDIA-PRIVATE-LIMITED/U74999MH2013PTC248371","MCA-compatible registry profile","2026-08-16","Corporate registry mirror","MEDIUM","true","Exact Indian subsidiary legal name and CIN","The official DiaSys company page corroborates the German parent relationship; the allotment instrument is unavailable.",,"MCA-compatible registry profile","2026-08-16","OFFICIAL","1","REFERENCED"
"src-filmcity-spv","Film City concession SPV","Invest UP","https://invest.up.gov.in/wp-content/uploads/go/pressnews25122024-2.pdf","2024-12","2026-08-15","Government release","HIGH","true","Film City concessionaire and SPV identity",,,"2024-12","2026-08-15","OFFICIAL","2","REFERENCED"
"src-filmcity-finance-delay","YEIDA fines Film City firm over financial-closure delay","Times of India","https://timesofindia.indiatimes.com/city/noida/funding-plan-not-yet-ready-yeida-fines-film-city-firm/articleshow/127952454.cms","2026","2026-08-15","Established media","MEDIUM","true","Financial-closure and execution delay","Concession remains distinct from full construction.",,"2026","2026-08-15","MEDIA","2","REFERENCED"
"src-eight-lois","YEIDA approves eight industrial LOIs","Times of India","https://timesofindia.indiatimes.com/city/noida/med-to-cosmetics-yeida-oks-8-projects-worth-rs-3-2k-crore/articleshow/132101030.cms","2026","2026-08-15","Established media reporting authority action","MEDIUM","false","Eight LOIs, proposed investment and job claims","LOI jobs are excluded from committed-employment totals.",,"2026","2026-08-15","OFFICIAL","10","REFERENCED"
"src-akasa-mro","NIA and Akasa Air MRO partnership","Noida International Airport","https://media.niairport.in/-/jssmedia/dxn/portal/wordpress/news/2026_03_13_nia_akasa_air_mro_facility.pdf","2026-03-13","2026-08-15","Operator announcement","HIGH","false","MRO strategic partnership","No build schedule, area, capex or local jobs disclosed.","2026-03-13","2026-03-13","2026-08-15","CORPORATE","3","REFERENCED"
"src-roseate-selection","Roseate selected for airport hotel","Noida International Airport","https://www.niairport.in/en/company/news/2022/2022-11-28","2022-11-28","2026-08-15","Operator announcement","HIGH","false","Airport-hotel selected-bidder status","No current construction/opening milestone found.","2022-11-28","2022-11-28","2026-08-15","CORPORATE","1","REFERENCED"
"src-data-centre-park-failed","YEIDA data-centre park scaled back after weak interest","Data Center Dynamics","https://www.datacenterdynamics.com/en/news/planned-data-center-park-in-uttar-pradesh-india-scaled-back-due-to-lack-of-interest/","Scheme history","2026-08-15","Specialist trade media","MEDIUM","true","Failed EOI and scheme restructuring","NTT's operating Noida campus is a separate project.",,"Scheme history","2026-08-15","MEDIA","2","REFERENCED"
"src-filmcity-failed-tenders","Fresh Film City bids after failed rounds","Hindustan Times","https://www.hindustantimes.com/cities/lucknow-news/fresh-bids-to-be-invited-for-noida-film-city-project-101663352581163.html","2022","2026-08-15","Established media","MEDIUM","true","Film City failed-tender history","Earlier interested parties were not committed investors.",,"2022","2026-08-15","MEDIA","2","REFERENCED"
"src-cancelled-16","YEIDA cancels sixteen industrial and toy plots","Hindustan Times","https://www.hindustantimes.com/cities/others/yeida-cancels-16-industrial-plot-allotments-over-irregularities-in-sec-29-33-101745874904137.html","2025","2026-08-15","Established media reporting authority action","MEDIUM","false","Cancelled Sector 29/33 allotments","Names were not resolved in the cited public report.",,"2025","2026-08-15","OFFICIAL","2","REFERENCED"
"src-cancelled-39","YEIDA cancels thirty-nine plots over lease-deed defaults","Swarajya","https://swarajyamag.com/news-brief/yamuna-expressway-industrial-development-authority-cancels-39-industrial-plots-after-allottees-miss-lease-deed-deadline","2025-12","2026-08-15","Media report","MEDIUM","false","Lease-default cancellation event","Authority notice is preferable when obtained.",,"2025-12","2026-08-15","MEDIA","2","REFERENCED"
"src-nia-concession","Noida International Airport concession agreement","Ministry of Civil Aviation","https://www.civilaviation.gov.in/sites/default/files/2023-07/1%20Concession%20Agreement_1.pdf","Concession document","2026-08-15","Government concession agreement","HIGH","true","Airport phasing and concession framework","Master-plan capacity is not a committed operating timetable.",,"Concession document","2026-08-15","OFFICIAL","2","REFERENCED"
"src-yeida-yamuna-expressway","Yamuna Expressway project","YEIDA","https://www.yamunaexpresswayauthority.com/About-Us/Infrastructure/yamuna-expressway/yamuna-expressway-project","Official project page","2026-08-15","Authority infrastructure disclosure","HIGH","true","Expressway length, configuration and operating date",,,"Official project page","2026-08-15","OFFICIAL","2","REFERENCED"
"src-pib-dme-jewar","CCEA approval for Delhi-Mumbai Expressway-Jewar spur","Press Information Bureau","https://pib.gov.in/PressReleasePage.aspx?PRID=2237576&reg=3&lang=1","2026-03-10","2026-08-15","Government approval","HIGH","true","Revised cost, scope and construction status","Approval/construction is not operation.","2026-03-10","2026-03-10","2026-08-15","OFFICIAL","1","REFERENCED"
"src-epe-yamuna-link","EPE-Yamuna interchange progress","Times of India","https://timesofindia.indiatimes.com/city/noida/epe-yamuna-link-thatll-reduce-airport-drive-by-30-mins-may-be-ready-in-oct/articleshow/132749468.cms","2026-08","2026-08-15","Established media","MEDIUM","false","Reported physical progress and target","Still under construction at cut-off.",,"2026-08","2026-08-15","MEDIA","1","REFERENCED"
"src-dfccil-milestones","Dedicated Freight Corridor milestones","DFCCIL","https://dfccil.com/Home/DynemicPages?MenuId=74","Official milestone page","2026-08-15","Government rail disclosure","HIGH","true","Khurja-Dadri and New Rewari-New Khurja commissioning",,,"Official milestone page","2026-08-15","OFFICIAL","2","REFERENCED"
"src-nicdc-mmlh","Dadri multimodal logistics and transport hub","NICDC","https://nicdc.in/projects/4-projects-nearing-completion/multi-modal-logistics-and-transport-hub-dadri-greater-noida-up","Official project page","2026-08-15","Government project disclosure","HIGH","true","Dadri MMLH scope and procurement status","The greenfield project is distinct from existing Dadri container facilities.",,"Official project page","2026-08-15","OFFICIAL","2","REFERENCED"
"src-mmlh-rfq","Dadri MMLH RFQ-cum-RFP","NICDC / IITGNL","https://api.nicdc.in/upload/image/RFQ_cum_RFP_MMLH_Dadri.pdf","2025-2026 procurement","2026-08-15","Official procurement document","HIGH","true","DBFOT procurement milestone","Tender is not an awarded or built hub.",,"2025-2026 procurement","2026-08-15","OFFICIAL","1","REFERENCED"
"src-bodaki-metro-approval","Central approval for Aqua Line Bodaki extension","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/central-government-approves-2-6km-metro-extension-in-greater-noida-101753381313026.html","2025-07-25","2026-08-15","Established media reporting government approval","MEDIUM","true","Approval and estimated cost","Civil execution remains.","2025-07-25","2025-07-25","2026-08-15","OFFICIAL","2","REFERENCED"
"src-nmrc","Noida Metro Rail Corporation","NMRC","https://nmrcnoida.com/","Live operator site","2026-08-15","Transit operator","HIGH","true","Aqua Line operational status",,,"Live operator site","2026-08-15","CORPORATE","1","REFERENCED"
"src-nmrc-bodaki-nit","Bodaki extension technical-investigation tender","NMRC","https://nmrcnoida.com/Upload/TenderRecentItems/327/NIT.pdf","Tender document","2026-08-15","Official procurement document","HIGH","true","Pre-construction technical tendering",,,"Tender document","2026-08-15","OFFICIAL","1","REFERENCED"
"src-pib-kp5-metro","PM GatiShakti evaluation of Sector 51-Knowledge Park V metro","Press Information Bureau","https://pib.gov.in/PressReleasePage.aspx?PRID=2132174","2025-05","2026-08-15","Government appraisal","HIGH","true","DPR/appraisal status","NPG evaluation is not Union Cabinet sanction.",,"2025-05","2026-08-15","OFFICIAL","1","REFERENCED"
"src-rerrts-dpr","Ghaziabad-Jewar RRTS DPR under preparation","Economic Times Infra","https://infra.economictimes.indiatimes.com/news/urban-transportation/dpr-underway-for-ghaziabad-jewar-rrts-corridor-to-cut-travel-time-to-noida-airport/132261167","2026-08","2026-08-15","Established infrastructure media","MEDIUM","true","RRTS DPR status and mutable alignment","No sanction, funding or construction.",,"2026-08","2026-08-15","MEDIA","3","REFERENCED"
"src-rrts-india-today","Ghaziabad-Jewar Namo Bharat planning update","India Today","https://www.indiatoday.in/india/story/ghaziabad-jewar-corridor-noida-international-airport-namo-bharat-metro-link-ptag-2969725-2026-08-12","2026-08-12","2026-08-15","Established media","MEDIUM","true","DPR review and corridor concept","Opening dates remain speculative.","2026-08-12","2026-08-12","2026-08-15","MEDIA","2","REFERENCED"
"src-nhsrcl-delhi-varanasi","Delhi-Varanasi HSR survey","NHSRCL","https://www.nhsrcl.in/en/media/press-release/lidar-aerial-ground-survey-delhi-varanasi-high-speed-rail-corridor-starts-today","Survey-stage release","2026-08-15","Government company disclosure","HIGH","true","HSR survey/DPR maturity","No administrative sanction or funding.",,"Survey-stage release","2026-08-15","OFFICIAL","1","REFERENCED"
"src-chola-rail","Chola-Jewar-Palwal rail proposal","Invest UP compilation","https://invest.up.gov.in/wp-content/uploads/2024/05/60km-tracks_220524.pdf","2024-05","2026-08-15","Government compilation","HIGH","false","DPR/route-planning status","No railway construction sanction.",,"2024-05","2026-08-15","OFFICIAL","1","REFERENCED"
"src-nia-buses","Airport intercity-bus partnership","Noida International Airport","https://www.niairport.in/en/company/news/2026/2026-06-11","2026-06-11","2026-08-15","Operator announcement","HIGH","true","Intercity-bus services and staging area",,"2026-06-11","2026-06-11","2026-08-15","CORPORATE","1","REFERENCED"
"src-nia-public-transport","Noida International Airport public transport","Noida International Airport","https://www.niairport.in/en/passengers/transport/transport/public-transport","Live passenger page","2026-08-15","Operator transport disclosure","HIGH","true","State/local bus destinations","Frequency remains weaker than direct rail.",,"Live passenger page","2026-08-15","CORPORATE","1","REFERENCED"
"src-yeida-infrastructure","YEIDA infrastructure status","YEIDA","https://www.yamunaexpresswayauthority.com/about-us/infrastructure","Live authority page","2026-08-15","Authority disclosure","HIGH","true","Sector roads, sewer, drainage, electrification and power status","Regional infrastructure cannot substitute for society-level commissioning evidence.",,"Live authority page","2026-08-15","OFFICIAL","3","REFERENCED"
"src-filmcity-third-round","Film City Phase 1 recast to 230 acres","Times of India","https://timesofindia.indiatimes.com/city/noida/film-city-ph-1-on-230-acres-now-cos-invited-for-3rd-time/articleshow/104096552.cms","2023-09","2026-08-15","Established media reporting tender","MEDIUM","true","Third tender scope and revised phasing",,,"2023-09","2026-08-15","OFFICIAL","1","REFERENCED"
"src-filmcity-award","Bayview wins Film City bid","Economic Times","https://economictimes.indiatimes.com/industry/services/property-/-cstruction/boney-kapoors-bayview-projects-wins-bid-for-the-development-of-film-city-in-noida/articleshow/107259971.cms","2024-01-30","2026-08-15","Established business media","MEDIUM","true","Winning revenue share and competing bids",,"2024-01-30","2024-01-30","2026-08-15","MEDIA","1","REFERENCED"
"src-filmcity-concession","Film City concession agreement signed","ANI","https://www.aninews.in/news/entertainment/out-of-box/boney-kapoor-led-firm-signs-concession-agreement-with-yeida-for-noida-film-city20240627231514/","2024-06-27","2026-08-15","Newswire report","MEDIUM","true","Concession-signing milestone","Signed agreement terms govern over press summaries.","2024-06-27","2024-06-27","2026-08-15","MEDIA","2","REFERENCED"
"src-filmcity-handover","YEIDA hands over Film City site","Invest UP","https://invest.up.gov.in/wp-content/uploads/go/pressnews28022025-1.pdf","2025-02-27","2026-08-15","Government release","HIGH","true","230-acre site-handover milestone",,"2025-02-27","2025-02-27","2026-08-15","OFFICIAL","3","REFERENCED"
"src-filmcity-finance-pending","Film City financial closure remains pending","Free Press Journal","https://www.freepressjournal.in/india/noida-film-city-project-faces-fresh-delay-as-financial-closure-remains-pending-after-six-years","2026-08","2026-08-15","Established media","MEDIUM","true","Financial-close and physical-construction status","Site handover is not construction.",,"2026-08","2026-08-15","MEDIA","5","REFERENCED"
"src-japanese-city","YEIDA Japanese industrial city","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-to-develop-japanese-industrial-city-near-noida-airport-101768419202525.html","2025-2026","2026-08-15","Established media reporting authority planning","MEDIUM","false","Japanese/Korean sector planning and land acquisition","No public anchor-allottee list.",,"2025-2026","2026-08-15","OFFICIAL","2","REFERENCED"
"src-american-city","US firm proposes American City near airport","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/usfirm-seeks-1-200-acres-near-noida-airport-to-set-up-american-city-project-101730310953523.html","2024","2026-08-15","Established media","MEDIUM","false","Private proposal and requested land","No state sanction, allotment, finance or construction verified.",,"2024","2026-08-15","MEDIA","1","REFERENCED"
"src-medical-park-progress","Medical Device Park completion direction","Times of India","https://timesofindia.indiatimes.com/city/noida/complete-med-device-park-by-january-centre-tells-yeida/articleshow/122305596.cms","2025","2026-08-15","Established media","MEDIUM","true","Leases, plans and construction-stage counts","Individual construction-stage firms were not fully identified.",,"2025","2026-08-15","MEDIA","2","REFERENCED"
"src-toy-park-progress","YEIDA Toy Park progress","Daily Jagran","https://www.thedailyjagran.com/uttar-pradesh/ups-toy-park-near-jewar-airport-takes-shape-143-plots-allotted-as-yogi-government-accelerates-industrial-hub-10297156","2025-2026","2026-08-15","Established media","MEDIUM","false","Allotment, lease, possession and construction counts","15,000 jobs is a park-wide aspiration.",,"2025-2026","2026-08-15","MEDIA","1","REFERENCED"
"src-apparel-park-progress","YEIDA Apparel Park construction progress","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/apparel-park-allottees-warned-of-action-over-slow-construction-yeida-101750357506547.html","2025","2026-08-15","Established media","MEDIUM","false","Lease, possession and construction-stage counts","Three-lakh jobs is promotional, not current employment.",,"2025","2026-08-15","MEDIA","1","REFERENCED"
"src-yeida-status-2015","Industrial allotment status, Sectors 32 and 33","YEIDA","https://yamunaexpresswayauthority.com/uploads/2022/01/statallot111015.pdf","2015","2026-08-15","Official allotment-status PDF","HIGH","false","Historical company allotments","Historical record; current status is unresolved.",,"2015","2026-08-15","OFFICIAL","3","REFERENCED"
"src-patanjali-sublease","Patanjali sub-leasing industrial plots in YEIDA","Patanjali Ayurved","https://patanjaliayurved.org/sub-lease-of-industrial-plots-in-yeida.html","Corporate disclosure","2026-08-15","Company disclosure","HIGH","true","Patanjali land-development context","Exact landholding SPV and parcel event history remain incomplete.",,"Corporate disclosure","2026-08-15","CORPORATE","2","REFERENCED"
"src-yeida-medical-device-project","YEIDA Medical Device Park","YEIDA","https://yamunaexpresswayauthority.com/projects/medical-device-park","Official project page","2026-08-15","Authority project disclosure","HIGH","true","Park purpose, area and authority programme","Company-level event history still requires authority export.",,"Official project page","2026-08-15","OFFICIAL","0","CONTEXT_ONLY"
"src-investup-may2026-pdf","YEIDA allotment-letter distribution record","Invest UP","https://invest.up.gov.in/wp-content/uploads/2026/05/3-UP_250526.pdf","2026-05-25","2026-08-15","Government-hosted press record","HIGH","true","May 2026 allotment-letter batch","Allotment letter is not lease, possession or construction.","2026-05-25","2026-05-25","2026-08-15","OFFICIAL","0","CONTEXT_ONLY"
"src-themed-49","YEIDA allots 49 themed and MSME plots","Times of India","https://timesofindia.indiatimes.com/city/noida/yeida-finishes-allotment-of-49-plots-off-yamuna-expressway/articleshow/124199700.cms","2025-09","2026-08-15","Established media reporting authority event","MEDIUM","false","Themed-park and MSME allotment counts","Lease and construction conversion unavailable.",,"2025-09","2026-08-15","OFFICIAL","5","REFERENCED"
"src-may2026-ht","YEIDA targets Rs 5,800 crore investment after 17 plot allocations","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-eyes-5-800-cr-investment-10k-jobs-after-plot-allocations-to-17-firms-101779649949726.html","2026-05","2026-08-16","Established media reporting authority statements","MEDIUM","true","CESC Sector 8D and CESC/Integrated Batteries allotted areas","Allotment and promoted jobs do not prove lease, possession, construction or hiring.",,"2026-05","2026-08-16","OFFICIAL","2","REFERENCED"
"src-may2026-toi","YEIDA approves 17 firms in Rs 6,000 crore investment event","Times of India","https://timesofindia.indiatimes.com/city/noida/yeida-oks-17-firms-eyes-rs-6k-crore-investment-10k-jobs/amp_articleshow/131296098.cms","2026-05","2026-08-16","Established media reporting authority statements","MEDIUM","true","Arsenal Infosolutions Sector 16A and May 2026 project details","Parcel number, lease and construction remain undisclosed.",,"2026-05","2026-08-16","OFFICIAL","1","REFERENCED"
"src-may2026-prokerala","Company-level statement from YEIDA allotment-letter event","Prokerala / IANS","https://www.prokerala.com/news/articles/a1766399.html","2026-05","2026-08-16","Newswire reproduction of government statement","MEDIUM","true","Individual capex, jobs and activity claims in the May 2026 batch","Reported project claims are not realised investment or employment.",,"2026-05","2026-08-16","OFFICIAL","10","REFERENCED"
"src-industrial-8000-brochure","Industrial plots up to 8,000 sqm scheme YEA/IND8000(2025-26)-13","YEIDA","https://www.yamunaexpresswayauthority.com/INDUSTRIAL-PLOTS-Brochure-Final-5-8-2025.pdf","2025-08","2026-08-16","Official scheme brochure","HIGH","true","Scheme identity and conditions for the 37 general/MSME/themed e-auction plots","The linked successful-applicant result page is no longer available.",,"2025-08","2026-08-16","OFFICIAL","4","REFERENCED"
"src-mdp-2025-brochure","Medical Device Park scheme YEA/IND-MDP/2025/05","YEIDA","https://www.yamunaexpresswayauthority.com/uploads/2025/06/MDP-BROCHURE-JUNE-2025-2.pdf","2025-06","2026-08-16","Official scheme brochure","HIGH","true","Scheme identity and conditions for the 12 September 2025 Medical Device Park plots","The linked final eligibility/result page is no longer publicly available.",,"2025-06","2026-08-16","OFFICIAL","1","REFERENCED"
"src-yeida-property-archive","YEIDA property scheme archive","YEIDA","https://www.yamunaexpresswayauthority.com/property/archives","Live archive reviewed 2026-08-16","2026-08-16","Official authority archive","HIGH","true","Scheme and formerly linked result-page trail for the September 2025 allotments","Dead result links prevent a safe company-level reconstruction; certified plot ledgers are required.",,"Live archive reviewed 2026-08-16","2026-08-16","OFFICIAL","5","REFERENCED"
"src-sector29-hotels","Sector 29 hotel plots allotted","Times of India","https://timesofindia.indiatimes.com/city/noida/4-hotel-plots-allotted-near-airport-31cr-highest-bid/articleshow/118035070.cms","2025-02","2026-08-15","Established media reporting e-auction","MEDIUM","false","Hotel allottees, plot sizes and bid consideration","No operator, finance, construction or commissioning verified.",,"2025-02","2026-08-15","MEDIA","5","REFERENCED"
"src-sector22e-universities","Three universities receive YEIDA land","Times of India","https://timesofindia.indiatimes.com/city/noida/3-univs-get-land-along-yamuna-e-way-10-more-plots-up-for-grabs/articleshow/113468854.cms","2024-09","2026-08-15","Established media reporting authority event","MEDIUM","false","Sector 22E institutional allotments","Two exact legal allottee entities and later stages remain unresolved.",,"2024-09","2026-08-15","OFFICIAL","3","REFERENCED"
"src-cag-yeida","YEIDA audit, Chapter VI","Comptroller and Auditor General of India","https://cag.gov.in/uploads/download_audit_report/2024/Chapter-VI-(1)-067640f8a456f53.96583947.pdf","2024 audit; data mainly through 2022-09-30","2026-08-15","Statutory audit","HIGH","true","Historical allotment failures, dues, cancellations and township chains","Later court and authority events are separately dated.",,"2024 audit; data mainly through 2022-09-30","2026-08-15","RESEARCH","5","REFERENCED"
"src-supertech-sunworld-cancel","YEIDA cancels Supertech and Sunworld allotments","Hindustan Times","https://www.hindustantimes.com/cities/noida-news/yeida-cancels-allotment-of-two-realtors-over-pending-dues-101719427684071.html","2024-06","2026-08-15","Established media reporting authority action","MEDIUM","true","Township cancellation event","Buyer protections and parcel re-allotment remain legally complex.",,"2024-06","2026-08-15","OFFICIAL","2","REFERENCED"
"src-up-minimum-wage-2026","Uttar Pradesh minimum wage summary, April 2026","SGCMS regulatory update","https://www.sgcms.com/regulatory-updates/minimum-rate-of-wages-uttar-pradesh-april-2026/","2026-04","2026-08-15","Regulatory notification summary","MEDIUM","false","Unskilled, semi-skilled and skilled wage floors","Underlying labour-department notification is preferred for legal use.",,"2026-04","2026-08-15","REGULATORY","2","REFERENCED"
"src-pib-hcl-foxconn","Cabinet approval for HCL-Foxconn semiconductor unit","Press Information Bureau","https://pib.gov.in/PressReleasePage.aspx?PRID=2128604","2025","2026-08-15","Government approval","HIGH","true","Future semiconductor capacity and projected jobs","VLSI-design salaries must not be applied to OSAT shop-floor roles.",,"2025","2026-08-15","OFFICIAL","1","REFERENCED"
"src-icici-home-rates","Home-loan interest-rate card","ICICI Bank","https://www.icici.bank.in/personal-banking/loans/home-loan/interest-rates","Live rate card","2026-08-15","Lender disclosure","HIGH","true","Loan-rate sensitivity","Illustrative range, not a loan quotation.",,"Live rate card","2026-08-15","CORPORATE","0","CONTEXT_ONLY"
"src-bob-home-eligibility","Home-loan eligibility, FOIR, LTV and tenure","Bank of Baroda","https://bankofbaroda.bank.in/loans/home-loan/baroda-home-loan","Live lender page","2026-08-15","Lender disclosure","HIGH","true","Tenure and affordability assumptions","Individual sanction may be lower.",,"Live lender page","2026-08-15","CORPORATE","0","CONTEXT_ONLY"
"src-rbi-housing-finance","Housing Finance Master Circular","Reserve Bank of India","https://www.rbi.org.in/scripts/FS_Notification.aspx?Id=12824","Current framework","2026-08-15","Regulatory framework","HIGH","true","Maximum loan-to-value assumptions","Lenders may apply stricter underwriting.",,"Current framework","2026-08-15","REGULATORY","0","CONTEXT_ONLY"
"src-nism-emergency-fund","Emergency-fund guidance","NISM","https://www.nism.ac.in/save-for-emergencies/","Guidance","2026-08-15","Investor-education guidance","HIGH","false","Emergency-reserve assumptions",,,"Guidance","2026-08-15","CORPORATE","0","CONTEXT_ONLY"
"src-hces-urban","Household Consumption Expenditure Survey indicators","Ministry of Statistics and Programme Implementation","https://esankhyiki.mospi.gov.in/macroindicators?product=hces","HCES 2023-24","2026-08-15","Official statistics","HIGH","true","UP, Haryana and Delhi urban consumption anchors","MPCE includes average housing expenditure and is not a Noida household quote.",,"HCES 2023-24","2026-08-15","OFFICIAL","0","CONTEXT_ONLY"
"src-greater-noida-rental-demand","Greater Noida rental-search demand","Business Today reporting MagicBricks index","https://www.businesstoday.in/personal-finance/real-estate/story/greater-noida-leads-indias-rental-housing-boom-delhi-close-behind-report-487520-2025-08-02","2025-08","2026-08-15","Portal-index media report","MEDIUM","false","Rental-search direction and dominant asking band","Search/listing indicator, not transaction evidence.",,"2025-08","2026-08-15","MARKET","0","CONTEXT_ONLY"
"src-yeida-master-plan","YEIDA Master Plan","YEIDA","https://www.yamunaexpresswayauthority.com/about-us/master-plan","Official planning document","2026-08-15","Authority master plan","HIGH","true","Industrial in-migration and worker-accommodation planning context","Planning recognition is not delivered housing.",,"Official planning document","2026-08-15","OFFICIAL","1","REFERENCED"
"src-niti-safe-housing","S.A.F.E. Accommodation for industrial workers","NITI Aayog","https://www.niti.gov.in/whats-new/safe-accommodation-worker-housing-manufacturing-growth","Policy framework","2026-08-15","Government policy","HIGH","true","Site-adjacent dormitory and worker-housing framework",,,"Policy framework","2026-08-15","OFFICIAL","0","CONTEXT_ONLY"
"src-worldbank-gender-mobility","Gender-responsive urban mobility toolkit","World Bank","https://www.worldbank.org/en/news/press-release/2022/12/08/new-world-bank-toolkit-to-make-transport-and-public-spaces-in-india-more-gender-inclusive","2022-12-08","2026-08-15","Institutional research","HIGH","true","Female workforce transport and safety constraints",,"2022-12-08","2022-12-08","2026-08-15","RESEARCH","0","CONTEXT_ONLY"
"src-ground-staff-1","Ground Staff vacancy, Dadri Road","WorkIndia","https://www.workindia.in/jobs/ground_staff-dadri_road_noida-delhi-10413413/","Undated; accessed 2026-08-16","2026-08-16","Job vacancy","MEDIUM","true","Noida ground-staff compensation observation","One vacancy is not a sector salary distribution.",,"Undated; accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-ground-staff-2","Ground Staff vacancy, Noida","WorkIndia","https://www.workindia.in/jobs/ground_staff-dadri_road_noida-delhi-7417085/","Undated; accessed 2026-08-16","2026-08-16","Job vacancy","MEDIUM","true","Second ground-staff compensation observation",,,"Undated; accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-nia-careers","Noida International Airport careers","Noida International Airport","https://www.niairport.in/en/company/careers","Live page","2026-08-16","Employer careers page","HIGH","false","Confirms absence of published airport salary bands","No salaries published.",,"Live page","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-lava-operator","Lava operator/helper vacancy","NCR Job","https://www.ncrjob.in/lava-mobile-company-job-sector-63-noida-2/","Interview 2026-05-20","2026-08-16","Secondary local job board","LOW","true","Electronics operator base-pay observation","Not an employer disclosure.",,"Interview 2026-05-20","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-dixon-operator","Dixon production-operator vacancy","NCR Job","https://www.ncrjob.in/dixon-electronics-company-sector-85-noida/","2026-08-11","2026-08-16","Secondary local job board","LOW","true","Electronics operator base-pay observation","Not an employer disclosure.","2026-08-11","2026-08-11","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-haier-apprentice-1","Haier apprenticeship vacancy","NCR Job","https://www.ncrjob.in/haier-company-job-greater-noida-2/","Interview 2026-08-14","2026-08-16","Secondary local job board","LOW","true","Haier apprenticeship-compensation observation","Apprenticeship stipend is not the factory wage distribution.",,"Interview 2026-08-14","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-haier-apprentice-2","Haier apprentice recruitment","AK Job Portal","https://akjobportal.org/haier-company-jobs-in-greater-noida/","Recruitment 2026-08-10","2026-08-16","Secondary local job board","LOW","true","Second apprenticeship-compensation observation",,,"Recruitment 2026-08-10","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-hcl-vlsi-salary","HCLTech VLSI Design Engineer salary estimates, Noida","AmbitionBox","https://www.ambitionbox.com/salaries/hcl-technologies-salaries/vlsi-design-engineer/noida-location","Accessed 2026-08-16","2026-08-16","Self-reported salary aggregator","MEDIUM","true","Company-role-experience salary observation","Not employer payroll disclosure.",,"Accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-qualcomm-noida-salary","Qualcomm Noida salary estimates","AmbitionBox","https://www.ambitionbox.com/salaries/qualcomm-salaries/noida-location","Accessed 2026-08-16","2026-08-16","Self-reported salary aggregator","MEDIUM","true","Physical/senior design salary observations","Not employer payroll disclosure.",,"Accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-synopsys-noida-salary","Synopsys Noida salary estimates","AmbitionBox","https://www.ambitionbox.com/salaries/synopsys-salaries/noida-location","Accessed 2026-08-16","2026-08-16","Self-reported salary aggregator","MEDIUM","true","Staff-engineer salary observation","Not employer payroll disclosure.",,"Accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
"src-cadence-noida-salary","Cadence Noida salary estimates","AmbitionBox","https://www.ambitionbox.com/salaries/cadence-design-systems-salaries/noida-location","Accessed 2026-08-16","2026-08-16","Self-reported salary aggregator","MEDIUM","true","Principal-engineer salary observation","Not employer payroll disclosure.",,"Accessed 2026-08-16","2026-08-16","EMPLOYMENT","1","REFERENCED"
